Bank_Name,API_Abb,API_Link,API_Name,SCH_Link,SCH_Name,Perm_SCH_Table,Version,API_Name
ESME,SME,https://openapi.esmeloans.com/open-banking,unsecured-sme-loans,http://localhost/sasweb/data/temp/od/ob/v2_1,sme_loan,SME_Schema,v2.1,unsecured-sme-loans
AdamCo,BCA,https://openapi.adambank.com/open-banking,business-current-accounts,http://localhost/sasweb/data/temp/od/ob/v2_1,business_current_account,BCA_Schema,v2.1,business-current-accounts
AdamCo,BCA,https://openapi.adambank.com/open-banking,business-current-accounts,http://localhost/sasweb/data/temp/od/ob/v2_1,business_current_account,BCA_Schema,v2.1,business-current-accounts
Coutts,BCA,https://openapi.coutts.com/open-banking,business-current-accounts,http://localhost/sasweb/data/temp/od/ob/v2_1,business_current_account,BCA_Schema,v2.1,business-current-accounts
Santander,ATM,https://api.santander.co.uk/retail/open-banking,atms,http://localhost/sasweb/data/temp/od/ob/v2_1,atm,ATM_Schema,v2.1,atms
Santander,BCH,https://api.santander.co.uk/retail/open-banking,branches,http://localhost/sasweb/data/temp/od/ob/v2_1,branch,BCH_Schema,v2.1,branches
Santander,PCA,https://api.santander.co.uk/retail/open-banking,personal-current-accounts,http://localhost/sasweb/data/temp/od/ob/v2_1,personal_current_account,PCA_Schema,v2.1,personal-current-accounts
Santander,BCA,https://api.santander.co.uk/retail/open-banking,business-current-accounts,http://localhost/sasweb/data/temp/od/ob/v2_1,business_current_account,BCA_Schema,v2.1,business-current-accounts
Santander,SME,https://api.santander.co.uk/retail/open-banking,unsecured-sme-loans,http://localhost/sasweb/data/temp/od/ob/v2_1,sme_loan,SME_Schema,v2.1,unsecured-sme-loans
Santander,CCC,https://api.santander.co.uk/retail/open-banking,commercial-credit-cards,http://localhost/sasweb/data/temp/od/ob/v2_1,commercial_credit_card,CCC_Schema,v2.1,commercial-credit-cards
Ulster,ATM,https://openapi.ulsterbank.co.uk/open-banking,atms,http://localhost/sasweb/data/temp/od/ob/v2_1,atm,ATM_Schema,v2.1,atms
Ulster,BCH,https://openapi.ulsterbank.co.uk/open-banking,branches,http://localhost/sasweb/data/temp/od/ob/v2_1,branch,BCH_Schema,v2.1,branches
Ulster,PCA,https://openapi.ulsterbank.co.uk/open-banking,personal-current-accounts,http://localhost/sasweb/data/temp/od/ob/v2_1,personal_current_account,PCA_Schema,v2.1,personal-current-accounts
Ulster,BCA,https://openapi.ulsterbank.co.uk/open-banking,business-current-accounts,http://localhost/sasweb/data/temp/od/ob/v2_1,business_current_account,BCA_Schema,v2.1,business-current-accounts
Ulster,SME,https://openapi.ulsterbank.co.uk/open-banking,unsecured-sme-loans,http://localhost/sasweb/data/temp/od/ob/v2_1,sme_loan,SME_Schema,v2.1,unsecured-sme-loans
Ulster,CCC,https://openapi.ulsterbank.co.uk/open-banking,commercial-credit-cards,http://localhost/sasweb/data/temp/od/ob/v2_1,commercial_credit_card,CCC_Schema,v2.1,commercial-credit-cards
Lloyds,ATM,https://api.lloydsbank.com/open-banking,atms,http://localhost/sasweb/data/temp/od/ob/v2_1,atm,ATM_Schema,v2.1,atms
Lloyds,BCH,https://api.lloydsbank.com/open-banking,branches,http://localhost/sasweb/data/temp/od/ob/v2_1,branch,BCH_Schema,v2.1,branches
Lloyds,PCA,https://api.lloydsbank.com/open-banking,personal-current-accounts,http://localhost/sasweb/data/temp/od/ob/v2_1,personal_current_account,PCA_Schema,v2.1,personal-current-accounts
Lloyds,BCA,https://api.lloydsbank.com/open-banking,business-current-accounts,http://localhost/sasweb/data/temp/od/ob/v2_1,business_current_account,BCA_Schema,v2.1,business-current-accounts
Lloyds,SME,https://api.lloydsbank.com/open-banking,unsecured-sme-loans,http://localhost/sasweb/data/temp/od/ob/v2_1,sme_loan,SME_Schema,v2.1,unsecured-sme-loans
Lloyds,CCC,https://api.lloydsbank.com/open-banking,commercial-credit-cards,http://localhost/sasweb/data/temp/od/ob/v2_1,commercial_credit_card,CCC_Schema,v2.1,commercial-credit-cards
BOS,ATM,https://api.bankofscotland.co.uk/open-banking,atms,http://localhost/sasweb/data/temp/od/ob/v2_1,atm,ATM_Schema,v2.1,atms
BOS,BCH,https://api.bankofscotland.co.uk/open-banking,branches,http://localhost/sasweb/data/temp/od/ob/v2_1,branch,BCH_Schema,v2.1,branches
BOS,PCA,https://api.bankofscotland.co.uk/open-banking,personal-current-accounts,http://localhost/sasweb/data/temp/od/ob/v2_1,personal_current_account,PCA_Schema,v2.1,personal-current-accounts
BOS,BCA,https://api.bankofscotland.co.uk/open-banking,business-current-accounts,http://localhost/sasweb/data/temp/od/ob/v2_1,business_current_account,BCA_Schema,v2.1,business-current-accounts
BOS,SME,https://api.bankofscotland.co.uk/open-banking,unsecured-sme-loans,http://localhost/sasweb/data/temp/od/ob/v2_1,sme_loan,SME_Schema,v2.1,unsecured-sme-loans
BOS,CCC,https://api.bankofscotland.co.uk/open-banking,commercial-credit-cards,http://localhost/sasweb/data/temp/od/ob/v2_1,commercial_credit_card,CCC_Schema,v2.1,commercial-credit-cards
Halifax,ATM,https://api.halifax.co.uk/open-banking,atms,http://localhost/sasweb/data/temp/od/ob/v2_1,atm,ATM_Schema,v2.1,atms
Halifax,BCH,https://api.halifax.co.uk/open-banking,branches,http://localhost/sasweb/data/temp/od/ob/v2_1,branch,BCH_Schema,v2.1,branches
Halifax,PCA,https://api.halifax.co.uk/open-banking,personal-current-accounts,http://localhost/sasweb/data/temp/od/ob/v2_1,personal_current_account,PCA_Schema,v2.1,personal-current-accounts
BOI,ATM,https://openapi.bankofireland.com/open-banking,atms,http://localhost/sasweb/data/temp/od/ob/v2_1,atm,ATM_Schema,v2.1,atms
BOI,BCH,https://openapi.bankofireland.com/open-banking,branches,http://localhost/sasweb/data/temp/od/ob/v2_1,branch,BCH_Schema,v2.1,branches
BOI,PCA,https://openapi.bankofireland.com/open-banking,personal-current-accounts,http://localhost/sasweb/data/temp/od/ob/v2_1,personal_current_account,PCA_Schema,v2.1,personal-current-accounts
BOI,BCA,https://openapi.bankofireland.com/open-banking,business-current-accounts,http://localhost/sasweb/data/temp/od/ob/v2_1,business_current_account,BCA_Schema,v2.1,business-current-accounts
BOI,SME,https://openapi.bankofireland.com/open-banking,unsecured-sme-loans,http://localhost/sasweb/data/temp/od/ob/v2_1,sme_loan,SME_Schema,v2.1,unsecured-sme-loans
BOI,CCC,https://openapi.bankofireland.com/open-banking,commercial-credit-cards,http://localhost/sasweb/data/temp/od/ob/v2_1,commercial_credit_card,CCC_Schema,v2.1,commercial-credit-cards
HSBC,ATM,https://api.hsbc.com/open-banking,atms,http://localhost/sasweb/data/temp/od/ob/v2_1,atm,ATM_Schema,v2.1,atms
HSBC,BCH,https://api.hsbc.com/open-banking,branches,http://localhost/sasweb/data/temp/od/ob/v2_1,branch,BCH_Schema,v2.1,branches
HSBC,PCA,https://api.hsbc.com/open-banking,personal-current-accounts,http://localhost/sasweb/data/temp/od/ob/v2_1,personal_current_account,PCA_Schema,v2.1,personal-current-accounts
HSBC,BCA,https://api.hsbc.com/open-banking,business-current-accounts,http://localhost/sasweb/data/temp/od/ob/v2_1,business_current_account,BCA_Schema,v2.1,business-current-accounts
HSBC,SME,https://api.hsbc.com/open-banking,unsecured-sme-loans,http://localhost/sasweb/data/temp/od/ob/v2_1,sme_loan,SME_Schema,v2.1,unsecured-sme-loans
HSBC,CCC,https://api.hsbc.com/open-banking,commercial-credit-cards,http://localhost/sasweb/data/temp/od/ob/v2_1,commercial_credit_card,CCC_Schema,v2.1,commercial-credit-cards
Barclays,ATM,https://atlas.api.barclays/open-banking,atms,http://localhost/sasweb/data/temp/od/ob/v2_1,atm,ATM_Schema,v2.1,atms
Barclays,BCH,https://atlas.api.barclays/open-banking,branches,http://localhost/sasweb/data/temp/od/ob/v2_1,branch,BCH_Schema,v2.1,branches
Barclays,PCA,https://atlas.api.barclays/open-banking,personal-current-accounts,http://localhost/sasweb/data/temp/od/ob/v2_1,personal_current_account,PCA_Schema,v2.1,personal-current-accounts
Barclays,BCA,https://atlas.api.barclays/open-banking,business-current-accounts,http://localhost/sasweb/data/temp/od/ob/v2_1,business_current_account,BCA_Schema,v2.1,business-current-accounts
Barclays,SME,https://atlas.api.barclays/open-banking,unsecured-sme-loans,http://localhost/sasweb/data/temp/od/ob/v2_1,sme_loan,SME_Schema,v2.1,unsecured-sme-loans
Barclays,CCC,https://atlas.api.barclays/open-banking,commercial-credit-cards,http://localhost/sasweb/data/temp/od/ob/v2_1,commercial_credit_card,CCC_Schema,v2.1,commercial-credit-cards
HSBC,PMT,http://localhost/sasweb/data/temp/rw/HSBC/v1_1/json,payments,http://localhost/sasweb/data/temp/rw/ob/v1_1,payment,PMT_Schema,v1.1,payments
HSBC,ACC,http://localhost/sasweb/data/temp/rw/HSBC/v1_1/json,accinfo,http://localhost/sasweb/data/temp/rw/ob/v1_1,accinfo,ACC_Schema,v1.1,accinfo
